file_name,original_label,generated_text
medicine_32275_32.jpg,및,및
medicine_32275_33.jpg,[원료명,[원료명
medicine_32275_34.jpg,"옥수수전분],","옥수수전분],"
medicine_32275_35.jpg,"DL-트레오닌),","D-트레오닌),"
medicine_32275_36.jpg,"말토덱스트린,","말토덱스트린,"
medicine_32275_37.jpg,"산화아연,","산화아연,"
medicine_32275_38.jpg,"글루콘산동(구리),","글루콘라틴(돈),"
medicine_32275_39.jpg,"판토텐산칼슘,","판토텐산칼슘,"
medicine_32275_40.jpg,"산화마그네슘,","산화마그네슘,"
medicine_32275_41.jpg,"구연산),","구연산),"
medicine_32275_42.jpg,"니코틴산아미드,","니코틴산아미드,"
medicine_32275_43.jpg,"황산망간,","황41산,"
medicine_32275_44.jpg,"자당,","자당,"
medicine_32275_45.jpg,"건조효모(몰리브덴),","건조효모(말토덱),"
medicine_32275_46.jpg,"아라비아검,","아라비아검,"
medicine_32275_47.jpg,"(비타민D3,","(비타민D3,"
medicine_32275_48.jpg,"(비타민K1,","(비타민K1,"
medicine_32275_49.jpg,"아라비아검,","아라비아검,"
medicine_32275_50.jpg,"옥타코사놀,","옥타코사놀,"
medicine_32275_51.jpg,"지방산에스테르,","자반색소밀도스트,"
medicine_32275_52.jpg,"수크로오스),","수크랄로스),"
medicine_32275_53.jpg,"이산화규소,","이산화규소,"
medicine_32275_54.jpg,"D-α-토코페롤,","D-α-토코페롤,"
medicine_32275_55.jpg,"구연산나트륨,","구연산나트륨,"
medicine_32275_56.jpg,비타민B6염산염,"비타민B1염산염,"
medicine_32275_57.jpg,"인산철,","인산철,"
medicine_32275_58.jpg,"건조효모(크롬),","건조효모(굴),"
medicine_32275_59.jpg,"비타민B1염산염,","비타민B1염산염,"
medicine_32275_60.jpg,"이산화규소,","이산화규소,"
medicine_32275_61.jpg,"가공유지,","가공유지,"
medicine_32275_62.jpg,"비타민B2,","비타민B2,"
medicine_32275_63.jpg,"비타민E),","비타민E),"
medicine_32275_64.jpg,글리세린,글리세린
medicine_32275_65.jpg,"해조분말,","해조분말,"
medicine_32275_66.jpg,"엽산,","엽산,"
medicine_32275_67.jpg,"옥수수전분,","옥수수전분,"
medicine_32275_68.jpg,"콘오일,","문의오일,"
medicine_32275_69.jpg,"비오틴,","비오틴,"
medicine_32275_70.jpg,"결정셀룰로스,","결정셀룰로스,"
medicine_32275_71.jpg,"DL-α-토코페롤),","plant-토코페롤),"
medicine_32275_72.jpg,"대두,","대두,"
medicine_32275_73.jpg,"토마토,","토마토,"
medicine_32275_74.jpg,돼지고기,돼지고기
medicine_32275_75.jpg,*,*
medicine_32275_76.jpg,캡슐기제-,캡슐기제-
medicine_32275_77.jpg,함유,함유
medicine_32275_78.jpg,D-소비톨,D-소비톨
medicine_32275_79.jpg,"카카오색소,","카카오색소,"
medicine_32275_80.jpg,"글리세린,","글리세린,"
medicine_32275_81.jpg,"젤라틴(돈피),","젤라틴(돈피),"
medicine_32275_82.jpg,[포장재질(내면)],[포장재질(내면)
medicine_32275_83.jpg,연질,연질
medicine_32275_84.jpg,1캡슐)를,1캡슐)를
medicine_32275_85.jpg,물과,물과
medicine_32275_86.jpg,폴리에틸렌,폴리에틸렌
medicine_32275_87.jpg,[섭취량,[섭취량
medicine_32275_88.jpg,함께,함께
medicine_32275_89.jpg,손에,손에
medicine_32275_90.jpg,닿지,닿지
medicine_32275_91.jpg,섭취하십시오.,섭취하십시오.
medicine_32275_92.jpg,않도록,않도록
medicine_32275_93.jpg,및,및
medicine_32275_94.jpg,섭취방법],섭취방법]
medicine_32275_95.jpg,[보관방법],[보관방법]
medicine_32275_96.jpg,주의하시기,주의하시기
medicine_32275_97.jpg,바랍니다.,바랍니다.
medicine_32275_98.jpg,습기가,습기가
medicine_32275_99.jpg,적고,적고
medicine_32275_100.jpg,1회,1회
medicine_32275_101.jpg,"1회,","1회,"
medicine_32275_102.jpg,1일,1일
medicine_32275_103.jpg,직사광선을,직사광선을
medicine_32275_104.jpg,받지,받지
medicine_32275_105.jpg,[섭취,[섭취
medicine_32275_106.jpg,시,시
medicine_32275_107.jpg,주의사항],주의사항]
medicine_32275_108.jpg,1포(비타민,1포(비타민
medicine_32275_109.jpg,"1정,","1정,"
medicine_32275_110.jpg,미네랄,미네랄
medicine_32275_111.jpg,"2정,","2정,"
medicine_32275_112.jpg,실온에,실온에
medicine_32275_113.jpg,않는,않는
medicine_32275_114.jpg,"특이체질,","특이체질,"
medicine_32275_115.jpg,어린이의,어린이의
medicine_32275_116.jpg,"보관하시고,","보관하시고,"
medicine_32275_117.jpg,체질의,체질의
medicine_32275_118.jpg,경우에는,경우에는
medicine_32275_119.jpg,알레르기,알레르기
medicine_32275_120.jpg,섭취하십시오.,섭취하십시오.
medicine_32275_121.jpg,개인에,개인에
medicine_32275_122.jpg,따라,따라
medicine_32275_123.jpg,상담하십시오.,상담하십시오.
medicine_32275_124.jpg,전문가와,전문가와
medicine_32275_125.jpg,피부,피부
medicine_32275_126.jpg,"의약품(항응고제,","의약품(항응고제,"
medicine_32275_127.jpg,간혹,간혹
medicine_32275_128.jpg,개인에,개인에
medicine_32275_129.jpg,관련,관련
medicine_32275_130.jpg,이상반응이,이상반응이
medicine_32275_131.jpg,"항혈소판제,","항혈소판제,"
medicine_32275_132.jpg,수,수
medicine_32275_133.jpg,발생할,발생할
medicine_32275_134.jpg,있습니다.,있습니다.
medicine_32275_135.jpg,따라,따라
medicine_32275_136.jpg,과민반응을,과민반응을
medicine_32275_137.jpg,나타낼,나타낼
medicine_32275_138.jpg,수,수
medicine_32275_139.jpg,혈압강하제,혈압강하제
medicine_32275_140.jpg,등),등)
medicine_32275_141.jpg,이상사례,이상사례
medicine_32275_142.jpg,복용,복용
medicine_32275_143.jpg,시,시
medicine_32275_144.jpg,있으므로,있으므로
medicine_32275_145.jpg,전문가와,전문가와
medicine_32275_146.jpg,섭취를,섭취를
medicine_32275_147.jpg,중단하고,중단하고
medicine_32275_148.jpg,발생,발생
medicine_32275_149.jpg,시,시
medicine_32275_150.jpg,원료를,원료를
medicine_32275_151.jpg,상담하십시오.,상담하십시오.
medicine_32275_152.jpg,확인한,확인한
medicine_32275_153.jpg,후,후
medicine_32275_154.jpg,6세,6세
medicine_32275_155.jpg,특히,특히
medicine_32275_156.jpg,[반품,[반품
medicine_32275_157.jpg,마십시오.,마십시오.
medicine_32275_158.jpg,상담하십시오.,상담하십시오.
medicine_32275_159.jpg,섭취하지,섭취하지
medicine_32275_160.jpg,제품은,제품은
medicine_32275_161.jpg,전문가와,전문가와
medicine_32275_162.jpg,시,시
medicine_32275_163.jpg,경과된,경과된
medicine_32275_164.jpg,·,·
medicine_32275_165.jpg,본,본
medicine_32275_166.jpg,1577-2500,1577-2080
medicine_32275_167.jpg,[고객상담실],[고객상담실]
medicine_32275_168.jpg,유통기한이,유통기한이
medicine_32275_169.jpg,복용,복용
medicine_32275_170.jpg,의약품,의약품
medicine_32275_171.jpg,있거나,있거나
medicine_32275_172.jpg,고칼슘혈증이,고칼슘혈증이
medicine_32275_173.jpg,주의하십시오.,주의하십시오.
medicine_32275_174.jpg,않도록,않도록
medicine_32275_175.jpg,판매원,판매원
medicine_32275_176.jpg,및,및
medicine_32275_177.jpg,과량섭취하지,과량섭취하지
medicine_32275_178.jpg,이하는,이하는
medicine_32275_179.jpg,및,및
medicine_32275_180.jpg,교환장소],교환장소]
medicine_32275_181.jpg,구입처,구입처
medicine_32275_182.jpg,고시,고시
medicine_32275_183.jpg,·,·
medicine_32275_184.jpg,본,본
medicine_32275_185.jpg,"메밀,","메밀,"
medicine_32275_186.jpg,"우유,","우유,"
medicine_32275_187.jpg,"알류(달갈),","알류(달걀),"
medicine_32275_188.jpg,1577-2488,1577-2488
medicine_32275_189.jpg,·,·
medicine_32275_190.jpg,신고는,신고는
medicine_32275_191.jpg,공정거래위원회,공정거래위원회
medicine_32275_192.jpg,제품은,제품은
medicine_32275_193.jpg,이상사례,이상사례
medicine_32275_194.jpg,·,·
medicine_32275_195.jpg,건강기능식품입니다.,"건강기능식품입니다,"
medicine_32275_196.jpg,포함),포함)
medicine_32275_197.jpg,홍합,홍합
medicine_32275_198.jpg,"조개류(굴,","조개류(굴,"
medicine_32275_199.jpg,있습니다.,있습니다.
medicine_32275_200.jpg,있습니다.,있습니다.
medicine_32275_201.jpg,가능성이,가능성이
medicine_32275_202.jpg,혼입,혼임
medicine_32275_203.jpg,수,수
medicine_32275_204.jpg,아닌,아닌
medicine_32275_205.jpg,"쇠고기,","쇠고기,"
medicine_32275_206.jpg,"호두,","호두,"
medicine_32275_207.jpg,의약품이,의약품이
medicine_32275_208.jpg,보상받을,보상받을
medicine_32275_209.jpg,또는,또는
medicine_32275_210.jpg,위한,위한
medicine_32275_211.jpg,교환,교환
medicine_32275_212.jpg,의거,의거
medicine_32275_213.jpg,치료를,치료를
medicine_32275_214.jpg,"복숭아,","복숭아,"
medicine_32275_215.jpg,"새우,","새우,"
medicine_32275_216.jpg,"게,","게,"
medicine_32275_217.jpg,및,및
medicine_32275_218.jpg,예방,예방
medicine_32275_219.jpg,질병의,질병의
medicine_32275_220.jpg,"고등어,","고등어,"
medicine_32275_221.jpg,"밀,","밀,"
medicine_32275_222.jpg,제품은,제품은
medicine_32275_223.jpg,"땅콩,","땅콩,"
medicine_32275_224.jpg,제조번호,제조번호
medicine_32275_225.jpg,20001,200011
medicine_32275_226.jpg,유통기한,유통기한
medicine_32275_227.jpg,2022.02.02,2022.01.06
medicine_32275_228.jpg,까지,까지
medicine_32275_229.jpg,GMP,GMP
medicine_32275_230.jpg,식품의약품안전처,식품의약품안전처
medicine_32275_231.jpg,701289,701129
medicine_32275_232.jpg,809668,809668
medicine_32275_233.jpg,8,8
medicine_32276_0.jpg,[제품명],[제품명]
medicine_32276_1.jpg,프로바이오틱스,프로바이오틱스
medicine_32276_2.jpg,생,생
medicine_32276_3.jpg,유산균12,유산균1212
medicine_32276_4.jpg,[제품의,[제품의
medicine_32276_5.jpg,유형],유형]
medicine_32276_6.jpg,프로바이오틱스,프로바이오틱스
medicine_32276_7.jpg,[원료명,[원료명
medicine_32276_8.jpg,및,및
medicine_32276_9.jpg,함량],함량]
medicine_32276_10.jpg,"thermophilus,","thermophil,"
medicine_32276_11.jpg,Lactobacillus,Lactobacillus
medicine_32276_12.jpg,"salivarius,","sticks,"
medicine_32276_13.jpg,Lactobacillus,Lactobacillus
medicine_32276_14.jpg,"gasseri,","gasseri,"
medicine_32276_15.jpg,Lactobacillus,Lactobacillus
medicine_32276_16.jpg,"acidophilus,","acidophilus,"
medicine_32276_17.jpg,Lactobacillus,Lactobacillus
medicine_32276_18.jpg,"bulgaricus,","breveilus,"
medicine_32276_19.jpg,"rhamnosus,","rhamnosus,"
medicine_32276_20.jpg,Lactobacillus,Lactobacillus
medicine_32276_21.jpg,"plantarum,","plantarum,"
medicine_32276_22.jpg,Lactobacillus,Lactobacillus
medicine_32276_23.jpg,"paracasei,","paracase,"
medicine_32276_24.jpg,Lactobacillus,Lactobacillus
medicine_32276_25.jpg,"casei,","casei,"
medicine_32276_26.jpg,Lactobacillus,Lactobacillus
medicine_32276_27.jpg,"lactis),","lactis),"
medicine_32276_28.jpg,ssp.,CTp.
medicine_32276_29.jpg,animalis,acid
medicine_32276_30.jpg,Bifidobacterium,Bifidobacillus
medicine_32276_31.jpg,"longum,","long,"
medicine_32276_32.jpg,Bifidobacterium,Bifidobacillus
medicine_32276_33.jpg,"lactis,","lactis,"
medicine_32276_34.jpg,Lactobacillus,Lactobacillus
medicine_32276_35.jpg,"말토덱스트린,","말토덱스트린,"
medicine_32276_36.jpg,분말결정포도당],분말결정포도당]
medicine_32276_37.jpg,"이소말트,","이소말트,"
medicine_32276_38.jpg,"탈지분유,","흡지유유,"
medicine_32276_39.jpg,유청분,유청분
medicine_32276_40.jpg,"말],","말},"
medicine_32276_41.jpg,합성,합성
medicine_32276_42.jpg,"정백당,","정액당,"
medicine_32276_43.jpg,"함수결정포도당,","칼슘결정포도당,"
medicine_32276_44.jpg,"분말결정포도당,","분말결정포도당,"
medicine_32276_45.jpg,덱스,덱스
medicine_32276_46.jpg,"포도향분말[합성착향료,",포도당시혼합제제(주)
medicine_32276_47.jpg,"자일리톨,","자일리톨,"
medicine_32276_48.jpg,"프락토올리고당,","프락토올리고당,"
medicine_32276_49.jpg,"함수구연산],","함수구연산],"
medicine_32276_50.jpg,"사과산,","사과산,"
medicine_32276_51.jpg,"착향료,","차향물,"
medicine_32276_52.jpg,이산화규,이산화규소
medicine_32276_53.jpg,"비타민C,","비타민C,"
medicine_32276_54.jpg,"스테아린산마그네슘,","스테아린산아,"
medicine_32276_55.jpg,"건조효모,","건조효모,"
medicine_32276_56.jpg,"갈락토올리고당,","갈락토올리고당,"
medicine_32276_57.jpg,"아라비아검],","아라비아검},"
medicine_32276_58.jpg,"트린,","트린,"
medicine_32276_59.jpg,함유,함유
medicine_32276_60.jpg,대두,대두
medicine_32276_61.jpg,"우유,","우유,"
medicine_32276_62.jpg,비타민B6염산염,비타민B1염산염
medicine_32276_63.jpg,"비타민B2,","비타민B2,"
medicine_32276_64.jpg,"비타민B1염산염,","비타민B1염산염,"
medicine_32276_65.jpg,"소,","소,"
medicine_32276_66.jpg,[섭취량,[섭취량
medicine_32276_67.jpg,및,및
medicine_32276_68.jpg,섭취방법],섭취방법]
medicine_32276_69.jpg,드,E
medicine_32276_70.jpg,함께,함께
medicine_32276_71.jpg,등과,등과
medicine_32276_72.jpg,주스,감소
medicine_32276_73.jpg,"우유,","우유,"
medicine_32276_74.jpg,"물,","물,"
medicine_32276_75.jpg,섭취하거나,섭취하거나
medicine_32276_76.jpg,직접,직접
medicine_32276_77.jpg,1포(2g),1포(2g)
medicine_32276_78.jpg,1회,1회
medicine_32276_79.jpg,"1회,","1회,"
medicine_32276_80.jpg,1일,1일
medicine_32276_81.jpg,있습니다.,있습니다.
medicine_32276_82.jpg,수,수
medicine_32276_83.jpg,실,실
medicine_32276_84.jpg,[보관방법],[보관방법]
medicine_32276_85.jpg,-,·
medicine_32276_86.jpg,냉장보관,냉장보관
medicine_32276_87.jpg,-,-
medicine_32276_88.jpg,개봉된,개봉된
medicine_32276_89.jpg,스틱포,스틱
medicine_32276_90.jpg,제품은,제품은
medicine_32276_91.jpg,가급적,가급적
medicine_32276_92.jpg,빨리,빨리
medicine_32276_93.jpg,드십시오.,드십시오.
medicine_32276_94.jpg,[내포장재질],[내포장재질]
medicine_32276_95.jpg,폴리에틸렌(PE),폴리에틸렌(PE)
medicine_32276_96.jpg,*,*
medicine_32276_97.jpg,유통과정,유통과정
medicine_32276_98.jpg,중,중
medicine_32276_99.jpg,변질되거나,변질되거나
medicine_32276_100.jpg,파손된,파손된
medicine_32276_101.jpg,제품은,제품은
medicine_32276_102.jpg,공정거리위원회,공정거래위원회
medicine_32276_103.jpg,고시,고시
medicine_32276_104.jpg,의,의
medicine_32276_105.jpg,거,거
medicine_32276_106.jpg,교환,교환
medicine_32276_107.jpg,또는,또는
medicine_32276_108.jpg,"환불,","환불,"
medicine_32276_109.jpg,보상을,보상받을
medicine_32276_110.jpg,받으실,받으실
medicine_32276_111.jpg,수,수
medicine_32276_112.jpg,있습니다.,있습니다.
medicine_32276_113.jpg,*,*
medicine_32276_114.jpg,본,본
medicine_32276_115.jpg,제품은,제품은
medicine_32276_116.jpg,"알류(가금류),","알류(가금류),"
medicine_32276_117.jpg,"메밀,","메밀,"
medicine_32276_118.jpg,"땅콩,","땅콩,"
medicine_32276_119.jpg,"잣,","잣,"
medicine_32276_120.jpg,"밀,","밀,"
medicine_32276_121.jpg,"고등어,","고등어,"
medicine_32276_122.jpg,"게,","게,"
medicine_32276_123.jpg,"새우,","새우,"
medicine_32276_124.jpg,"돼지고기,","돼지고기,"
medicine_32276_125.jpg,"복숭아,","복숭아,"
medicine_32276_126.jpg,"토마토,","토마토,"
medicine_32276_127.jpg,"호두,","호두,"
medicine_32276_128.jpg,"닭고기,","닭고기,"
medicine_32276_129.jpg,"쇠고기,","쇠고기,"
medicine_32276_130.jpg,"오징어,","오징어,"
medicine_32276_131.jpg,"조개류(굴,","조개류(굴,"
medicine_32276_132.jpg,"전복,","전복,"
medicine_32276_133.jpg,홍합,홍합
medicine_32276_134.jpg,포함)를,포함)를
medicine_32276_135.jpg,사용한,사용한
medicine_32276_136.jpg,제품과,제품과
medicine_32276_137.jpg,같은,같은
medicine_32276_138.jpg,제조시설에서,제조시설에서
medicine_32276_139.jpg,제조하고,제조하고
medicine_32276_140.jpg,있습니다.,있습니다.
medicine_32276_141.jpg,*,*
medicine_32276_142.jpg,이상사례,이상사례
medicine_32276_143.jpg,신고는,신고는
medicine_32276_144.jpg,1577-2488,1577-2488
medicine_32276_145.jpg,*,*
medicine_32276_146.jpg,본,본
medicine_32276_147.jpg,제품은,제품은
medicine_32276_148.jpg,질병의,질병의
medicine_32276_149.jpg,예방,예방
medicine_32276_150.jpg,및,및
medicine_32276_151.jpg,치료를,치료를
medicine_32276_152.jpg,위한,위한
medicine_32276_153.jpg,의약품이,의약품이
medicine_32276_154.jpg,아닙니다.,아닙니다.
medicine_32276_155.jpg,영양·기능정보,영양·기능정보
medicine_32276_156.jpg,유산균,유산균
medicine_32276_157.jpg,증식,증식
medicine_32276_158.jpg,및,및
medicine_32276_159.jpg,유해균,유해균
medicine_32276_160.jpg,억제,억제
medicine_32276_161.jpg,배변활동,배변활동
medicine_32276_162.jpg,원활,원활
medicine_32276_163.jpg,·,·
medicine_32276_164.jpg,장건강에,장건강에
medicine_32276_165.jpg,도움을,도움을
medicine_32276_166.jpg,줄,줄
medicine_32276_167.jpg,수,수
medicine_32276_168.jpg,있음,있음
medicine_32276_169.jpg,1일,1일
medicine_32276_170.jpg,섭취량,섭취량
medicine_32276_171.jpg,:,:
medicine_32276_172.jpg,1포(2g),1포(2g)
medicine_32276_173.jpg,1일,1일
medicine_32276_174.jpg,섭취량당,섭취량당
medicine_32276_175.jpg,함량,함량
medicine_32276_176.jpg,%영양성분기준치,%영양성분기준치
medicine_32276_177.jpg,열량,열량
medicine_32276_178.jpg,탄수화물,탄수화물
medicine_32276_179.jpg,단백질,단백질
medicine_32276_180.jpg,지방,지방
medicine_32276_181.jpg,나트륨,나트륨
medicine_32276_182.jpg,프로바이오틱스,프로바이오틱스
medicine_32276_183.jpg,수,수
medicine_32276_184.jpg,CFU이상,CBI상
medicine_32276_185.jpg,10kcal,10kcal
medicine_32276_186.jpg,2g,2g
medicine_32276_187.jpg,0g,0g
medicine_32276_188.jpg,0g,0g
medicine_32276_189.jpg,0mg,0mg
medicine_32276_190.jpg,1%,1%
medicine_32276_191.jpg,0%,0%
medicine_32276_192.jpg,0%,0%
medicine_32276_193.jpg,0%,0%
medicine_32276_194.jpg,※,※
medicine_32276_195.jpg,%영양성분기준치,%영양성분기준치
medicine_32276_196.jpg,:,:
medicine_32276_197.jpg,1일,1일
medicine_32276_198.jpg,영양성분기준치에,영양성분기준치에
medicine_32276_199.jpg,대한,대한
medicine_32276_200.jpg,비율,비율
medicine_32277_0.jpg,Hav'eat,H친id
medicine_32277_1.jpg,여성을,여성을
medicine_32277_2.jpg,위한,위한
medicine_32277_3.jpg,영양,영양
medicine_32277_4.jpg,밸런스,받탄산
medicine_32277_5.jpg,케어!,게!
medicine_32277_6.jpg,데일리,위원회
medicine_32277_7.jpg,뉴트리션,뉴트리산
medicine_32277_8.jpg,멀티팩,멀티테리
medicine_32277_9.jpg,포,포
medicine_32277_10.jpg,우먼,우먼
medicine_32277_11.jpg,[업소명,[업소명
medicine_32277_12.jpg,및,및
medicine_32277_13.jpg,소재지],소재지]
medicine_32277_14.jpg,제조원,제조원
medicine_32277_15.jpg,:,:
medicine_32277_16.jpg,/,/
medicine_32277_17.jpg,충북,충북
medicine_32277_18.jpg,음성군,음성군
medicine_32277_19.jpg,대소면,대소면
medicine_32277_20.jpg,대풍산단1길,대풍산단1길
medicine_32277_21.jpg,8,8
medicine_32277_22.jpg,정제어유,정제어유
medicine_32277_23.jpg,함량],함량]
medicine_32277_24.jpg,및,및
medicine_32277_25.jpg,[원료명,[원료명
medicine_32277_26.jpg,(소공동),(소공동)
medicine_32277_27.jpg,81,81
medicine_32277_28.jpg,남대문로,남대문로
medicine_32277_29.jpg,중구,중구
medicine_32277_30.jpg,서울특별시,서울특별시
medicine_32277_31.jpg,/,/
medicine_32277_32.jpg,롯데쇼핑(주),롯데쇼핑(주)
medicine_32277_33.jpg,:,:
medicine_32277_34.jpg,유통전문판매원,유통전문판매원
medicine_32277_35.jpg,"[미국산/정제어유,","[마리산(정자동,"
medicine_32277_36.jpg,"D-토코페롤(혼합형)],","D-토코페롤(혼합),"
medicine_32277_37.jpg,"옥수수전분],","옥수수전분],"
medicine_32277_38.jpg,산화,산화
medicine_32277_39.jpg,건조효모,건조효모
medicine_32277_40.jpg,"D-α-토코페롤,","D-α-토코페롤,"
medicine_32277_41.jpg,"DL-트레오닌),","DL-토코페닌),"
medicine_32277_42.jpg,"마그네슘,","마그네슘,"
medicine_32277_43.jpg,"(미국산/셀렌),","(미국산),"
medicine_32277_44.jpg,"말토덱스트린,","말토덱스트린,"
medicine_32277_45.jpg,"구연산나트륨,","구연산나트륨,"
medicine_32277_46.jpg,"구연산),","구연산),"
medicine_32277_47.jpg,건조효모,건조효모
medicine_32277_48.jpg,"비타민B6염산염,","비타민B1염산염,"
medicine_32277_49.jpg,"판토텐산칼슘,","판토텐산,"
medicine_32277_50.jpg,"건조효모(크롬),","건조효모(굴),"
medicine_32277_51.jpg,"니코틴산아미드,","니코틴산아미드,"
medicine_32277_52.jpg,"인산철,","인산철,"
medicine_32277_53.jpg,"(몰리브덴),","(몰리브덴),"
medicine_32277_54.jpg,"산화아연,","산화아연,"
medicine_32277_55.jpg,"황산망간,","황41산,"
medicine_32277_56.jpg,"글루콘산동(구리),","글루콘라틴(돈),"
medicine_32277_57.jpg,"비타민B1염산염,","비타민B1염산염,"
medicine_32277_58.jpg,비타민D3혼합,비타민D혼합
medicine_32277_59.jpg,"비타민E),","비타민E),"
medicine_32277_60.jpg,"이산화규소,","이산화규소,"
medicine_32277_61.jpg,"가공유지,","가공유지,"
medicine_32277_62.jpg,"옥수수전분,","옥수수전분,"
medicine_32277_63.jpg,"자당,","자당,"
medicine_32277_64.jpg,"아라비아검,","아라비아검,"
medicine_32277_65.jpg,"제제분말(비타민D3,","제제분말(비타민D3),"
medicine_32277_66.jpg,"비타민B2,","비타민B2,"
medicine_32277_67.jpg,"콘오일,","문의오일,"
medicine_32277_68.jpg,"DL-a-토코페롤),","plant-토코페롤),"
medicine_32277_69.jpg,"엽산,","엽산,"
medicine_32277_70.jpg,비타민,비타민
medicine_32277_71.jpg,"결정셀룰로스,","결정셀룰로스,"
medicine_32277_72.jpg,"비오틴,","비오틴,"
medicine_32277_73.jpg,"수크로오스),","수크랄로스),"
medicine_32277_74.jpg,"아라비아검,","아라비아검,"
medicine_32277_75.jpg,"스테아린산마그네슘,","스테아린산아,"
medicine_32277_76.jpg,"이산화규소,","이산화규소,"
medicine_32277_77.jpg,"해조분말,","해조분말,"
medicine_32277_78.jpg,글리세린지방산,글리세린지방산
medicine_32277_79.jpg,식물혼합,식물혼합
medicine_32277_80.jpg,함유,함유
medicine_32277_81.jpg,돼지고기,돼지고기
medicine_32277_82.jpg,"대두,","대두,"
medicine_32277_83.jpg,"녹차추출물분말,","녹차추출물분말,"
medicine_32277_84.jpg,D-소비톨,D-소비톨
